age,capital_gain,capital_loss,education,final_weight,hours_worked_per_week,marital_status,native_country,occupation,race,relationship,is_male,workclass,over_threshold
46,0.0,0.0,9,31267,50,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Self-emp-not-inc,0
41,0.0,0.0,12,96741,40,Divorced,United-States,Sales,White,Unmarried,True,Private,0
20,0.0,0.0,10,303565,40,Never-married,Germany,Handlers-cleaners,Black,Own-child,True,Private,0
20,0.0,0.0,10,177787,20,Never-married,United-States,Other-service,White,Own-child,False,State-gov,0
22,0.0,0.0,9,39432,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
22,0.0,0.0,13,203182,20,Never-married,United-States,Exec-managerial,White,Other-relative,False,Private,0
35,0.0,0.0,11,37314,40,Never-married,United-States,Craft-repair,White,Not-in-family,True,State-gov,0
72,0.0,0.0,9,192732,20,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0
56,0.0,0.0,6,195668,35,Married-civ-spouse,Cuba,Other-service,White,Husband,True,Private,1
32,3674.0,0.0,2,426467,40,Never-married,Guatemala,Craft-repair,White,Not-in-family,True,Private,0
27,0.0,0.0,10,94090,50,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
43,0.0,0.0,7,180318,40,Separated,United-States,?,White,Other-relative,True,?,0
40,0.0,0.0,10,61287,40,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,0
21,0.0,0.0,10,313702,40,Never-married,United-States,Sales,White,Not-in-family,True,Private,0
52,0.0,0.0,16,96359,57,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
41,0.0,0.0,11,225978,40,Separated,United-States,Craft-repair,Black,Unmarried,True,Local-gov,0
41,0.0,0.0,14,174395,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
39,0.0,0.0,9,365739,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
42,0.0,0.0,9,32016,70,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0
41,7430.0,0.0,13,529216,45,Divorced,?,Tech-support,Black,Unmarried,True,Private,1
41,0.0,0.0,10,115323,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
42,0.0,625.0,10,113732,40,Never-married,United-States,Handlers-cleaners,Black,Unmarried,False,Private,0
19,0.0,0.0,9,128453,28,Never-married,United-States,?,White,Own-child,False,?,0
24,0.0,0.0,6,142566,45,Never-married,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0
34,0.0,0.0,10,314375,60,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,1
24,0.0,0.0,14,193920,45,Never-married,?,Priv-house-serv,White,Not-in-family,False,Private,0
40,0.0,0.0,10,313945,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
30,0.0,0.0,9,205407,40,Never-married,United-States,Adm-clerical,White,Unmarried,True,Private,0
60,0.0,0.0,16,101096,65,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,1
29,0.0,0.0,9,125976,35,Separated,United-States,Sales,White,Unmarried,False,Private,0
18,0.0,0.0,9,67793,60,Never-married,United-States,?,White,Own-child,False,?,0
52,0.0,0.0,10,99682,52,Married-civ-spouse,Canada,Sales,White,Wife,False,Private,1
42,0.0,0.0,3,236110,40,Married-spouse-absent,Puerto-Rico,Craft-repair,White,Not-in-family,True,Private,0
24,0.0,0.0,11,112706,40,Never-married,United-States,Tech-support,White,Own-child,True,Private,0
20,0.0,0.0,10,126038,20,Never-married,United-States,Other-service,White,Own-child,False,Private,0
30,0.0,0.0,9,149427,35,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0
49,0.0,0.0,9,148254,28,Divorced,United-States,Farming-fishing,White,Not-in-family,False,Self-emp-not-inc,0
40,3325.0,0.0,11,168071,40,Divorced,United-States,Tech-support,White,Not-in-family,True,Private,0
41,0.0,0.0,14,208174,55,Divorced,United-States,Prof-specialty,White,Unmarried,False,Local-gov,0
23,0.0,0.0,13,107882,40,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
53,0.0,0.0,9,30846,40,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0
42,0.0,0.0,12,33521,45,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
72,0.0,0.0,10,163921,20,Widowed,United-States,Adm-clerical,Black,Unmarried,False,Private,0
45,0.0,0.0,13,304570,60,Married-civ-spouse,China,Exec-managerial,Asian-Pac-Islander,Husband,True,Private,1
19,0.0,0.0,10,25429,16,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
62,0.0,0.0,9,39630,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,0
55,0.0,0.0,14,161423,52,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
40,0.0,0.0,6,353432,35,Divorced,United-States,Machine-op-inspct,White,Not-in-family,False,Private,0
39,0.0,0.0,8,167882,48,Never-married,Haiti,Other-service,Black,Unmarried,False,Private,0
38,0.0,0.0,9,99156,35,Separated,United-States,Other-service,White,Own-child,True,Private,0
36,0.0,0.0,13,194809,50,Never-married,United-States,?,White,Own-child,False,?,0
40,0.0,0.0,9,149466,35,Divorced,United-States,Handlers-cleaners,Black,Not-in-family,True,Private,0
43,0.0,0.0,10,245937,65,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0
57,0.0,0.0,10,437281,38,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Self-emp-not-inc,1
58,0.0,0.0,10,194733,45,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,0
20,0.0,0.0,10,179423,40,Never-married,United-States,Transport-moving,White,Own-child,False,Private,0
34,0.0,0.0,13,84154,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
48,0.0,0.0,10,121124,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,1
37,0.0,0.0,9,213726,40,Divorced,Philippines,Machine-op-inspct,Asian-Pac-Islander,Not-in-family,False,Private,0
19,0.0,0.0,9,57145,25,Never-married,United-States,Other-service,White,Own-child,False,Private,0
32,0.0,0.0,10,337696,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,0
34,0.0,0.0,9,174789,45,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
43,13550.0,0.0,11,105936,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Federal-gov,1
23,0.0,0.0,10,56402,30,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,State-gov,0
64,99999.0,0.0,15,182158,60,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-inc,1
38,0.0,0.0,12,149135,40,Never-married,United-States,Adm-clerical,Black,Not-in-family,True,State-gov,0
27,0.0,0.0,5,162104,40,Never-married,United-States,?,White,Own-child,False,?,0
34,0.0,0.0,10,209317,40,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,State-gov,0
39,0.0,0.0,9,356838,12,Never-married,United-States,Farming-fishing,White,Own-child,True,Private,0
27,0.0,0.0,13,214695,50,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0
52,0.0,0.0,9,199265,40,Divorced,United-States,Craft-repair,Black,Not-in-family,True,Self-emp-not-inc,0
17,0.0,0.0,7,41643,15,Never-married,United-States,?,White,Own-child,False,?,0
51,0.0,0.0,10,34361,20,Married-civ-spouse,United-States,Exec-managerial,White,Wife,False,Private,1
23,0.0,0.0,7,176724,40,Married-civ-spouse,Puerto-Rico,Machine-op-inspct,White,Husband,True,Private,0
46,0.0,0.0,3,191389,40,Married-civ-spouse,Italy,Adm-clerical,White,Wife,False,Private,0
35,0.0,0.0,9,283237,40,Never-married,United-States,Machine-op-inspct,White,Own-child,True,Private,0
67,2050.0,0.0,5,407618,40,Divorced,United-States,?,White,Not-in-family,False,?,0
46,0.0,0.0,10,95636,45,Divorced,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0
47,0.0,0.0,10,93618,33,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Local-gov,0
42,0.0,0.0,9,144002,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
45,0.0,0.0,10,88500,44,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,1
36,0.0,0.0,13,49657,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
52,0.0,0.0,9,214091,40,Widowed,United-States,Other-service,Amer-Indian-Eskimo,Not-in-family,False,Private,0
54,0.0,0.0,13,256908,25,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1
58,0.0,0.0,13,140729,35,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0
34,0.0,0.0,9,218164,44,Divorced,United-States,Craft-repair,White,Unmarried,True,Private,0
17,0.0,0.0,7,233781,18,Never-married,United-States,Other-service,Black,Own-child,True,Private,0
18,0.0,0.0,9,153302,40,Never-married,United-States,?,White,Not-in-family,False,?,0
17,0.0,0.0,7,195262,35,Never-married,United-States,Craft-repair,White,Own-child,True,Local-gov,0
42,0.0,0.0,9,376072,30,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
36,0.0,0.0,9,258289,35,Never-married,United-States,Craft-repair,White,Own-child,True,Self-emp-not-inc,0
40,0.0,0.0,10,259307,50,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,0
21,594.0,0.0,10,309348,4,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Local-gov,0
39,0.0,0.0,9,135500,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Federal-gov,1
21,0.0,0.0,10,415755,40,Never-married,United-States,Other-service,White,Own-child,True,Private,0
41,3942.0,0.0,10,103759,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Local-gov,0
33,0.0,0.0,13,304833,45,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
24,0.0,0.0,13,155818,60,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0
41,0.0,0.0,9,173307,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
40,15024.0,0.0,15,237293,40,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Self-emp-not-inc,1
42,0.0,0.0,13,29320,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0
36,0.0,0.0,9,239409,50,Divorced,United-States,Farming-fishing,White,Not-in-family,True,Private,0
76,0.0,0.0,4,70697,25,Widowed,United-States,Other-service,White,Not-in-family,False,Private,0
23,0.0,0.0,13,142766,18,Never-married,United-States,Tech-support,White,Not-in-family,True,Private,0
56,0.0,0.0,11,306633,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,0
34,0.0,0.0,10,203357,40,Never-married,United-States,Adm-clerical,White,Other-relative,False,Private,0
33,0.0,0.0,11,168981,55,Never-married,United-States,Prof-specialty,White,Unmarried,False,Private,0
47,0.0,0.0,9,96798,80,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1
28,0.0,0.0,13,198197,55,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,1
22,0.0,0.0,10,147655,40,Never-married,United-States,Tech-support,White,Not-in-family,False,Private,0
29,0.0,0.0,14,187188,60,Never-married,United-States,Exec-managerial,Asian-Pac-Islander,Not-in-family,True,Private,0
58,15024.0,0.0,9,210563,35,Married-civ-spouse,United-States,Sales,White,Wife,False,Self-emp-inc,1
26,0.0,0.0,13,178140,45,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,1
63,0.0,0.0,3,156120,50,Never-married,?,Priv-house-serv,White,Not-in-family,False,Private,0
41,0.0,0.0,9,138907,40,Divorced,United-States,Priv-house-serv,Black,Other-relative,False,Private,0
45,0.0,0.0,9,162187,40,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Local-gov,1
29,0.0,0.0,13,255949,40,Never-married,United-States,Sales,Black,Unmarried,True,Private,0
45,0.0,0.0,9,101320,40,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0
45,0.0,0.0,10,180309,40,Divorced,United-States,Machine-op-inspct,White,Unmarried,False,Private,0
37,0.0,0.0,7,52221,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
35,0.0,0.0,12,64874,40,Never-married,United-States,Sales,White,Own-child,True,Self-emp-inc,0
44,5178.0,0.0,10,320984,60,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,1
49,0.0,0.0,4,240869,35,Never-married,United-States,Other-service,White,Other-relative,True,Private,0
25,0.0,0.0,13,58441,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0
32,0.0,0.0,9,307353,40,Divorced,United-States,Adm-clerical,Black,Not-in-family,False,Private,0
39,0.0,1741.0,13,129573,40,Never-married,United-States,Adm-clerical,White,Not-in-family,True,Federal-gov,0
28,0.0,0.0,13,309196,40,Never-married,United-States,Protective-serv,White,Not-in-family,False,Private,0
81,0.0,0.0,13,240414,30,Widowed,United-States,Farming-fishing,White,Not-in-family,True,Self-emp-not-inc,0
42,0.0,0.0,11,13769,40,Divorced,United-States,Prof-specialty,White,Unmarried,True,Private,0
41,0.0,0.0,9,129865,40,Divorced,United-States,Craft-repair,White,Unmarried,True,State-gov,0
46,15024.0,0.0,15,366089,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1
52,0.0,0.0,10,134447,50,Married-civ-spouse,United-States,?,White,Husband,True,?,0
17,0.0,0.0,7,103851,45,Never-married,United-States,?,White,Own-child,False,?,0
39,0.0,0.0,10,206888,40,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0
71,0.0,0.0,10,111712,16,Married-civ-spouse,United-States,?,White,Husband,True,?,0
22,0.0,0.0,9,228752,40,Never-married,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0
35,4386.0,0.0,9,150057,48,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
34,0.0,1672.0,9,80933,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
44,0.0,0.0,9,244522,45,Divorced,United-States,Craft-repair,White,Not-in-family,True,Private,0
56,0.0,0.0,9,255406,40,Divorced,United-States,Exec-managerial,White,Not-in-family,False,Local-gov,0
24,0.0,0.0,13,175069,50,Never-married,United-States,?,White,Not-in-family,True,?,0
56,0.0,1902.0,13,193453,65,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
37,0.0,0.0,10,347491,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1
23,0.0,0.0,8,186634,40,Never-married,United-States,Exec-managerial,White,Not-in-family,True,State-gov,0
48,0.0,0.0,9,39986,40,Never-married,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0
44,0.0,0.0,9,229148,35,Never-married,United-States,Handlers-cleaners,Black,Not-in-family,True,Private,0
22,0.0,0.0,10,147253,15,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0
74,0.0,2149.0,9,41737,30,Married-civ-spouse,United-States,?,White,Husband,True,?,0
26,0.0,0.0,10,66692,40,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0
29,7298.0,0.0,9,309778,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
18,0.0,0.0,8,167147,24,Never-married,United-States,Sales,White,Own-child,True,Private,0
50,0.0,0.0,9,256861,80,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
31,0.0,0.0,13,109020,40,Never-married,United-States,Prof-specialty,Other,Unmarried,True,Private,0
19,0.0,0.0,10,144429,10,Never-married,United-States,Prof-specialty,White,Own-child,True,State-gov,0
42,0.0,0.0,14,150533,46,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,0
25,0.0,0.0,9,32276,28,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0
23,0.0,0.0,9,223019,40,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
18,0.0,0.0,9,181755,30,Never-married,United-States,Sales,White,Not-in-family,True,Private,0
20,0.0,0.0,10,346341,40,Never-married,?,Adm-clerical,White,Not-in-family,False,Private,0
19,0.0,0.0,9,445728,40,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0
35,0.0,0.0,13,105813,48,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
20,0.0,0.0,10,139989,40,Never-married,United-States,Adm-clerical,Black,Own-child,True,Private,0
71,0.0,0.0,15,183678,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0
20,0.0,0.0,10,266015,44,Never-married,United-States,Sales,Black,Own-child,True,Private,0
30,0.0,0.0,9,116508,40,Married-civ-spouse,Germany,Craft-repair,White,Husband,True,Private,0
22,0.0,0.0,10,306779,50,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0
38,0.0,0.0,9,101426,40,Never-married,United-States,Protective-serv,Black,Unmarried,True,Local-gov,0
30,0.0,0.0,10,48458,40,Never-married,United-States,Adm-clerical,Black,Own-child,False,Federal-gov,0
21,0.0,0.0,9,161508,40,Never-married,United-States,Machine-op-inspct,White,Own-child,True,Private,0
64,0.0,0.0,13,100722,5,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Self-emp-not-inc,0
72,0.0,0.0,10,139889,74,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0
29,0.0,0.0,13,100764,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
23,0.0,0.0,10,219122,40,Never-married,United-States,Protective-serv,White,Own-child,True,Local-gov,0
46,0.0,0.0,13,203653,40,Divorced,United-States,Sales,Black,Other-relative,True,Private,0
23,0.0,0.0,13,278155,40,Never-married,United-States,Adm-clerical,White,Own-child,True,State-gov,0
47,0.0,0.0,13,101299,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
21,0.0,0.0,10,325762,35,Never-married,United-States,Sales,White,Own-child,False,Private,0
47,0.0,0.0,13,161950,25,Divorced,Germany,Other-service,White,Not-in-family,False,Private,0
38,0.0,0.0,16,239045,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1
55,0.0,0.0,10,150507,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,0
40,0.0,0.0,13,240698,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
72,0.0,0.0,9,121004,55,Married-civ-spouse,United-States,Other-service,White,Husband,True,Without-pay,0
36,7688.0,0.0,13,174717,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
28,0.0,0.0,9,246595,70,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0
31,0.0,0.0,9,207301,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Federal-gov,1
34,0.0,1740.0,9,134886,35,Married-civ-spouse,United-States,Other-service,White,Wife,False,Local-gov,0
22,0.0,0.0,10,196943,25,Separated,United-States,?,White,Own-child,True,?,0
53,0.0,0.0,9,182907,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,State-gov,0
43,0.0,0.0,11,160815,40,Divorced,United-States,Prof-specialty,White,Unmarried,False,Private,0
64,0.0,0.0,10,289741,20,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,0
43,15024.0,0.0,13,345789,50,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Private,1
73,1264.0,0.0,4,366204,10,Widowed,United-States,Priv-house-serv,Black,Unmarried,False,Private,0
39,0.0,0.0,9,294919,60,Divorced,United-States,Transport-moving,White,Own-child,True,Private,0
46,0.0,0.0,9,166809,40,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0
43,0.0,0.0,10,438427,40,Divorced,United-States,Adm-clerical,Black,Not-in-family,False,State-gov,0
47,0.0,0.0,11,159399,45,Married-civ-spouse,United-States,Other-service,White,Husband,True,Self-emp-not-inc,0
43,0.0,0.0,9,50646,70,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
40,0.0,0.0,9,436493,25,Never-married,United-States,Other-service,White,Own-child,True,Private,0
28,0.0,0.0,11,90928,40,Never-married,United-States,Exec-managerial,White,Not-in-family,False,Private,0
20,0.0,0.0,11,211968,20,Never-married,United-States,Other-service,White,Own-child,False,Private,0
32,0.0,1590.0,13,290964,40,Never-married,United-States,Sales,White,Not-in-family,False,Private,0
37,0.0,0.0,3,209214,40,Never-married,Mexico,Machine-op-inspct,White,Unmarried,False,Private,0
90,0.0,1825.0,12,149069,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
20,0.0,2001.0,9,146879,40,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0
35,0.0,0.0,9,61518,60,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Federal-gov,0
34,0.0,0.0,14,30673,55,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0
41,0.0,0.0,10,356934,45,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1
41,0.0,0.0,12,373469,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
30,0.0,0.0,7,399522,40,Married-spouse-absent,United-States,Handlers-cleaners,White,Unmarried,False,Private,0
30,0.0,0.0,13,316606,40,Married-civ-spouse,United-States,Other-service,White,Wife,False,Private,0
29,0.0,0.0,11,121040,40,Separated,United-States,Adm-clerical,Black,Unmarried,False,Private,0
64,0.0,0.0,10,254797,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
35,0.0,0.0,10,483530,40,Divorced,United-States,Tech-support,White,Unmarried,False,State-gov,0
25,0.0,0.0,9,255647,25,Married-civ-spouse,Mexico,Other-service,White,Wife,False,Private,0
30,0.0,0.0,15,143078,40,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0
40,0.0,1887.0,10,187802,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,1
21,0.0,0.0,9,99199,36,Never-married,United-States,Adm-clerical,White,Own-child,True,Federal-gov,0
42,0.0,0.0,9,104973,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
39,0.0,0.0,13,32312,60,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Federal-gov,0
20,0.0,0.0,10,158206,30,Never-married,United-States,Sales,White,Not-in-family,True,Private,0
61,0.0,0.0,13,101701,20,Married-civ-spouse,United-States,Other-service,Black,Husband,True,Private,0
24,0.0,0.0,5,138152,58,Never-married,Guatemala,Craft-repair,Other,Other-relative,True,Private,0
51,0.0,0.0,9,219599,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Wife,False,Private,0
47,0.0,0.0,9,198901,48,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
41,0.0,2415.0,15,214247,60,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-inc,1
24,0.0,0.0,5,329530,45,Married-civ-spouse,Mexico,Sales,White,Husband,True,Private,0
22,0.0,1721.0,10,236330,20,Never-married,United-States,?,Black,Own-child,True,?,0
38,0.0,0.0,9,116608,35,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Local-gov,1
62,0.0,0.0,14,137354,40,Married-civ-spouse,South,Prof-specialty,Asian-Pac-Islander,Husband,True,Self-emp-inc,0
40,0.0,0.0,9,205706,40,Married-civ-spouse,United-States,Exec-managerial,White,Wife,False,Private,0
36,0.0,0.0,9,187847,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
17,0.0,0.0,6,162205,15,Never-married,United-States,Handlers-cleaners,White,Own-child,False,Private,0
52,0.0,0.0,10,389270,35,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,1
43,0.0,0.0,9,96483,40,Divorced,South,Other-service,Asian-Pac-Islander,Own-child,False,Private,0
28,0.0,0.0,9,187397,48,Never-married,Mexico,Other-service,Other,Other-relative,True,Private,0
33,0.0,0.0,10,212918,70,Never-married,United-States,Tech-support,White,Not-in-family,True,Private,0
47,0.0,0.0,9,201595,40,Never-married,United-States,Adm-clerical,White,Unmarried,True,Private,0
51,0.0,0.0,9,134808,40,Widowed,United-States,Other-service,White,Unmarried,False,Local-gov,0
42,0.0,0.0,9,121718,24,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
75,0.0,0.0,13,311184,24,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
40,0.0,0.0,13,197462,40,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1
59,0.0,0.0,14,188070,35,Married-civ-spouse,United-States,?,White,Husband,True,?,1
59,0.0,0.0,9,113959,45,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,1
22,0.0,0.0,9,216984,40,Never-married,United-States,Adm-clerical,Amer-Indian-Eskimo,Not-in-family,False,Private,0
24,0.0,0.0,10,72310,43,Never-married,United-States,Sales,White,Own-child,True,Private,0
20,0.0,0.0,10,231981,32,Never-married,United-States,Transport-moving,White,Not-in-family,True,Private,0
32,0.0,0.0,10,207301,40,Married-civ-spouse,United-States,Sales,White,Wife,False,Private,0
47,15024.0,0.0,13,121124,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
52,0.0,0.0,9,139347,40,Married-civ-spouse,United-States,Transport-moving,White,Wife,False,Private,0
24,0.0,0.0,13,278130,40,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0
39,0.0,0.0,14,167140,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
28,0.0,0.0,9,146042,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-inc,0
61,0.0,0.0,10,134768,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,0
67,0.0,0.0,10,126514,4,Widowed,United-States,?,White,Not-in-family,False,?,0
26,0.0,0.0,13,194352,40,Never-married,United-States,Prof-specialty,White,Own-child,False,Private,0
62,0.0,0.0,9,224520,90,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,1
18,0.0,0.0,8,134935,40,Never-married,United-States,Protective-serv,White,Own-child,True,Local-gov,0
27,0.0,0.0,10,209641,40,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0
22,0.0,0.0,9,237720,40,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0
22,0.0,0.0,9,255252,40,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0
49,0.0,0.0,9,239865,50,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1
25,0.0,0.0,14,141876,45,Never-married,?,Prof-specialty,White,Unmarried,True,Private,0
35,0.0,0.0,3,187415,50,Married-civ-spouse,?,Machine-op-inspct,Asian-Pac-Islander,Husband,True,Private,0
52,0.0,0.0,7,93127,32,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,0
20,0.0,0.0,10,111252,30,Never-married,United-States,?,White,Own-child,False,?,0
46,0.0,0.0,14,162566,50,Divorced,Canada,Prof-specialty,White,Unmarried,False,Local-gov,0
20,0.0,0.0,10,190429,40,Never-married,United-States,Other-service,White,Not-in-family,False,Private,0
34,0.0,0.0,13,156464,85,Divorced,England,Exec-managerial,White,Not-in-family,True,Private,1
57,0.0,0.0,10,308861,40,Separated,United-States,Sales,White,Not-in-family,False,Private,0
26,0.0,0.0,10,179633,40,Never-married,United-States,Protective-serv,White,Own-child,True,State-gov,0
33,0.0,0.0,9,223105,40,Married-civ-spouse,United-States,Adm-clerical,Black,Husband,True,Private,0
35,0.0,0.0,13,187112,45,Never-married,United-States,Other-service,White,Not-in-family,False,Private,0
36,0.0,1887.0,13,171393,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
43,0.0,0.0,9,248094,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
